"Métier","JobID","Nom","ItemID","Niveau_Item","Niveau_Craft","XP","Rareté","Ingrédients"
"Maitre d'Armes","83","La Razzia","24665","140","90","16200","4","ID:24664 x1 | ID:24705 x4 | ID:24706 x34 | ID:21121 x30 | ID:27093 x22 | ID:22959 x4 | ID:21643 x17"
"Maitre d'Armes","83","L'Incise","24667","140","90","16200","4","ID:24666 x1 | ID:24705 x4 | ID:24706 x34 | ID:21121 x30 | ID:22959 x4 | ID:27093 x22 | ID:21058 x17"
"Maitre d'Armes","83","La Douhast","24670","140","90","16200","4","ID:24669 x1 | ID:27093 x22 | ID:22959 x4 | ID:24705 x4 | ID:24706 x34 | ID:21121 x30 | ID:21643 x17"
"Maitre d'Armes","83","Le Tranchamp de Bataille","24672","140","90","16200","4","ID:27093 x22 | ID:24671 x1 | ID:22959 x4 | ID:24705 x4 | ID:24706 x34 | ID:21121 x30 | ID:21058 x17"
"Maitre d'Armes","83","La Bienveillante","24674","140","90","16200","4","ID:24673 x1 | ID:24705 x4 | ID:24706 x34 | ID:21121 x30 | ID:27093 x22 | ID:22959 x4 | ID:21058 x17"
"Maitre d'Armes","83","Le Pique Saylmol","22916","140","90","16200","4","ID:22960 x4 | ID:21121 x30 | ID:21643 x17 | ID:17227 x4 | ID:17226 x34 | ID:17239 x4 | ID:27093 x22 | ID:17533 x1"
"Maitre d'Armes","83","Marteau Ritaire","21586","140","90","16200","4","ID:21565 x1 | ID:21520 x4 | ID:21522 x4 | ID:27093 x22 | ID:21643 x17 | ID:22959 x4 | ID:21518 x34 | ID:21121 x30"
"Maitre d'Armes","83","Défense de Fripon","21588","140","90","16200","4","ID:21539 x1 | ID:21520 x4 | ID:22959 x4 | ID:21643 x17 | ID:21518 x34 | ID:27093 x22 | ID:21522 x4 | ID:21121 x30"
"Maitre d'Armes","83","Kunald","22910","140","90","16200","4","ID:27093 x22 | ID:22960 x4 | ID:21121 x30 | ID:21058 x17 | ID:17227 x4 | ID:17226 x34 | ID:17243 x1 | ID:17239 x4"
"Maitre d'Armes","83","Bâton Alt Maltial","22893","140","90","16200","4","ID:22960 x3 | ID:21121 x30 | ID:21632 x17 | ID:17227 x4 | ID:17226 x34 | ID:17239 x4 | ID:17236 x1 | ID:27093 x22"
"Maitre d'Armes","83","Sceptre des rêves","31221","138","90","10800","3","ID:27093 x6 | ID:22959 x1 | ID:31064 x2 | ID:31065 x2 | ID:31063 x12 | ID:21121 x17 | ID:21058 x10"
"Maitre d'Armes","83","Lancespore","22825","140","90","16200","4","ID:22959 x3 | ID:27093 x22 | ID:21121 x30 | ID:21058 x17 | ID:18184 x1 | ID:18146 x4 | ID:18145 x34 | ID:18148 x4"
"Maitre d'Armes","83","Sceptre des rêves","31222","140","90","16200","4","ID:27093 x26 | ID:22959 x4 | ID:31064 x4 | ID:31065 x4 | ID:31221 x1 | ID:31063 x34 | ID:21121 x29 | ID:21058 x17"
"Maitre d'Armes","83","Abraknydi Vivitus","25786","140","90","16200","4","ID:26466 x4 | ID:26464 x34 | ID:21121 x30 | ID:22960 x4 | ID:25785 x1 | ID:27093 x22 | ID:26465 x4 | ID:21058 x17"
"Maitre d'Armes","83","Sceptre du Gwand Viziw","22872","140","90","16200","4","ID:21121 x30 | ID:21643 x17 | ID:17276 x34 | ID:17289 x4 | ID:17293 x1 | ID:27093 x22 | ID:17277 x4 | ID:22960 x3"
"Maitre d'Armes","83","Bâton Alt Maltial","17236","140","90","5400","3","ID:22960 x3 | ID:17227 x1 | ID:22894 x1 | ID:17239 x1 | ID:21121 x18 | ID:17226 x11 | ID:21058 x5 | ID:27093 x8"
"Maitre d'Armes","83","Arc Abraknyde Ancestral","25788","140","90","16200","4","ID:26465 x4 | ID:26466 x4 | ID:26464 x34 | ID:21121 x30 | ID:22960 x4 | ID:27093 x22 | ID:25787 x1 | ID:21643 x17"
"Maitre d'Armes","83","Hache Abraknyde","25762","140","90","16200","4","ID:25761 x1 | ID:26465 x4 | ID:26466 x4 | ID:26464 x34 | ID:21121 x30 | ID:22960 x4 | ID:27093 x22 | ID:21058 x17"
"Maitre d'Armes","83","Dague de l'Esprit Ancestral","22806","140","90","16200","4","ID:18387 x1 | ID:27093 x22 | ID:22959 x4 | ID:18146 x4 | ID:17264 x4 | ID:17250 x34 | ID:21632 x17 | ID:21121 x30"
"Maitre d'Armes","83","Funguette","22839","140","90","16200","4","ID:21121 x30 | ID:18180 x1 | ID:21058 x17 | ID:27093 x22 | ID:22959 x4 | ID:18146 x4 | ID:18145 x34 | ID:18148 x4"
"Maitre d'Armes","83","Daguawotte","22858","140","90","16200","4","ID:27093 x22 | ID:22960 x4 | ID:17277 x4 | ID:17289 x4 | ID:17276 x34 | ID:21121 x30 | ID:21058 x17 | ID:17287 x1"
"Maitre d'Armes","83","Manche Précieux","21059","155","90","450","1","ID:18469 x5 | ID:18467 x5"
"Maitre d'Armes","83","Gwosse Cawotte","22861","140","90","16200","4","ID:27093 x22 | ID:22960 x4 | ID:17277 x4 | ID:17289 x4 | ID:17276 x34 | ID:21121 x30 | ID:21058 x17 | ID:22860 x1"
"Maitre d'Armes","83","Parastiqueue","31335","140","90","16200","4","ID:27093 x26 | ID:22960 x4 | ID:31064 x4 | ID:31065 x4 | ID:31334 x1 | ID:31063 x34 | ID:21121 x29 | ID:21058 x17"
"Maitre d'Armes","83","Sceptwe de Colèwe","22953","140","90","16200","4","ID:22960 x3 | ID:27093 x22 | ID:21058 x17 | ID:17251 x4 | ID:17268 x1 | ID:17264 x4 | ID:17250 x34 | ID:21121 x30"
"Maitre d'Armes","83","Gwosse Cawotte","22860","140","90","5400","3","ID:22960 x1 | ID:17277 x1 | ID:17288 x1 | ID:17289 x1 | ID:27093 x8 | ID:21121 x18 | ID:21643 x5 | ID:17276 x11"
"Maitre d'Armes","83","Dague Abraknyde","25759","140","90","16200","4","ID:25758 x1 | ID:26466 x4 | ID:26464 x34 | ID:21121 x30 | ID:22960 x4 | ID:27093 x22 | ID:26465 x4 | ID:21058 x17"
"Maitre d'Armes","83","La Zombo","23865","140","90","16200","4","ID:17277 x4 | ID:22960 x3 | ID:21121 x30 | ID:27093 x22 | ID:17214 x1 | ID:17289 x4 | ID:21058 x17 | ID:17276 x34"
"Maitre d'Armes","83","Fwonde","17309","149","96","3600","2","ID:17302 x3 | ID:22785 x1 | ID:17301 x23 | ID:21122 x7 | ID:21059 x5 | ID:27093 x4"
"Maitre d'Armes","83","Epépinière","22698","149","96","3600","2","ID:20574 x3 | ID:22785 x1 | ID:20575 x23 | ID:21122 x7 | ID:21059 x5 | ID:27093 x4"
"Maitre d'Armes","83","Daguawotte Moisie","22733","150","96","3600","2","ID:27093 x4 | ID:17337 x3 | ID:22785 x1 | ID:17336 x23 | ID:21122 x7 | ID:21059 x5"
"Maitre d'Armes","83","Crânette","22696","149","96","3600","2","ID:20574 x3 | ID:22786 x1 | ID:20575 x23 | ID:21122 x7 | ID:21633 x5 | ID:27093 x4"
"Maitre d'Armes","83","Pelle Hixir","26806","151","97","3600","2","ID:27041 x3 | ID:22786 x1 | ID:27040 x23 | ID:21059 x5 | ID:27093 x4 | ID:21122 x7"
"Maitre d'Armes","83","Duwandil","17312","152","98","5400","3","ID:21059 x6 | ID:21122 x20 | ID:17301 x12 | ID:17302 x2 | ID:22785 x1 | ID:17316 x2 | ID:22753 x1 | ID:27093 x12"
"Maitre d'Armes","83","Crânette","20567","152","98","5400","3","ID:20574 x2 | ID:22786 x1 | ID:20577 x2 | ID:22696 x1 | ID:27093 x12 | ID:20575 x12 | ID:21059 x6 | ID:21122 x20"
"Maitre d'Armes","83","Lame de Dranipoch","20566","152","98","10800","3","ID:27093 x17 | ID:22785 x3 | ID:20574 x3 | ID:20577 x3 | ID:20575 x23 | ID:21122 x19 | ID:21633 x12"
"Maitre d'Armes","83","Epépinière","20569","152","98","5400","3","ID:20575 x12 | ID:21059 x6 | ID:21122 x20 | ID:27093 x12 | ID:20574 x2 | ID:22786 x1 | ID:20577 x2 | ID:22698 x1"
"Maitre d'Armes","83","La Débiteuse","22640","152","98","1800","2","ID:27093 x3 | ID:21122 x10 | ID:21644 x6 | ID:22786 x1 | ID:22641 x1"
"Maitre d'Armes","83","Gawdeloutte","17314","152","98","3600","2","ID:17302 x3 | ID:22785 x1 | ID:17301 x23 | ID:21122 x7 | ID:21059 x5 | ID:27093 x4"
"Maitre d'Armes","83","Fwonde","22781","152","98","5400","3","ID:17302 x2 | ID:22785 x1 | ID:17316 x2 | ID:17309 x1 | ID:21059 x6 | ID:21122 x20 | ID:27093 x12 | ID:17301 x12"
"Maitre d'Armes","83","Carte Bancaire","22663","152","98","3600","2","ID:18522 x3 | ID:22786 x1 | ID:18523 x23 | ID:21122 x7 | ID:21666 x5 | ID:27093 x4"
"Maitre d'Armes","83","Aiguille Tare","25903","153","98","5400","3","ID:26470 x12 | ID:21059 x6 | ID:21122 x20 | ID:26471 x2 | ID:22785 x1 | ID:26472 x2 | ID:25902 x1 | ID:27093 x12"
"Maitre d'Armes","83","Cawot'Epée Infectée","22713","152","98","1800","2","ID:21059 x8 | ID:21122 x10 | ID:22785 x2 | ID:22714 x1 | ID:27093 x3"
"Maitre d'Armes","83","Cawtes Otées","17347","153","98","5400","3","ID:17337 x2 | ID:22785 x1 | ID:17349 x2 | ID:22720 x1 | ID:27093 x12 | ID:17336 x12 | ID:21059 x6 | ID:21122 x20"
"Maitre d'Armes","83","Daguawotte Moisie","17776","153","98","5400","3","ID:17337 x2 | ID:22785 x1 | ID:17349 x2 | ID:22733 x1 | ID:17336 x12 | ID:21059 x6 | ID:21122 x20 | ID:27093 x12"
"Maitre d'Armes","83","Trancheuse des nuits sans étoiles","18558","154","99","10800","3","ID:18517 x3 | ID:22786 x3 | ID:18519 x3 | ID:18516 x23 | ID:21122 x19 | ID:21644 x12 | ID:27093 x17"
"Maitre d'Armes","83","Pelle Hixir","26807","154","99","5400","3","ID:27040 x12 | ID:21059 x6 | ID:21122 x20 | ID:27041 x2 | ID:22786 x1 | ID:27042 x2 | ID:26806 x1 | ID:27093 x12"
"Maitre d'Armes","83","Martonneau","20568","154","99","5400","3","ID:27093 x12 | ID:20575 x12 | ID:21122 x20 | ID:21633 x6 | ID:20574 x2 | ID:22785 x1 | ID:20577 x2 | ID:22683 x1"
"Maitre d'Armes","83","Aiguille de Rétractation","18563","154","99","5400","3","ID:27093 x12 | ID:18523 x12 | ID:21059 x6 | ID:21122 x20 | ID:18522 x2 | ID:22786 x1 | ID:18520 x2 | ID:22648 x1"
"Maitre d'Armes","83","Dague Longuelames","18556","154","99","5400","3","ID:18517 x2 | ID:22786 x1 | ID:18519 x2 | ID:22608 x1 | ID:21059 x6 | ID:21122 x20 | ID:18516 x12 | ID:27093 x12"
"Maitre d'Armes","83","Gouwdangé","17315","154","99","10800","3","ID:17302 x3 | ID:22785 x3 | ID:17316 x3 | ID:17301 x23 | ID:21122 x19 | ID:21059 x12 | ID:27093 x17"
"Maitre d'Armes","83","Awc Infecté","22729","155","100","16200","4","ID:17352 x1 | ID:22785 x5 | ID:17349 x4 | ID:17336 x40 | ID:27093 x33 | ID:17337 x5 | ID:21633 x21 | ID:21122 x35"
"Maitre d'Armes","83","Cawtes Otées","22719","155","100","16200","4","ID:17347 x1 | ID:17349 x4 | ID:21122 x35 | ID:17336 x40 | ID:21633 x21 | ID:17337 x5 | ID:22785 x5 | ID:27093 x33"
"Maitre d'Armes","83","Glouto-Sceptre","25930","155","100","16200","4","ID:25929 x1 | ID:22785 x5 | ID:26472 x4 | ID:21122 x35 | ID:26470 x40 | ID:27093 x33 | ID:26471 x5 | ID:21059 x21"
"Maitre d'Armes","83","Glouto-Sceptre","25929","155","100","10800","3","ID:26471 x3 | ID:22785 x3 | ID:26472 x3 | ID:26470 x23 | ID:21122 x19 | ID:21059 x12 | ID:27093 x17"
"Maitre d'Armes","83","Dague Longuelames","22590","155","100","16200","4","ID:18556 x1 | ID:18519 x4 | ID:18517 x5 | ID:22786 x5 | ID:27093 x33 | ID:18516 x40 | ID:21122 x35 | ID:21059 x21"
"Maitre d'Armes","83","Cawot'Epée Infectée","22712","155","100","16200","4","ID:17345 x1 | ID:22785 x5 | ID:17349 x4 | ID:17337 x5 | ID:21122 x35 | ID:17336 x40 | ID:27093 x33 | ID:21059 x21"
"Maitre d'Armes","83","Carte Bancaire","22662","155","100","16200","4","ID:18561 x1 | ID:27093 x33 | ID:18520 x4 | ID:18522 x5 | ID:18523 x40 | ID:21059 x21 | ID:21122 x35 | ID:22786 x5"
"Maitre d'Armes","83","La Débiteuse","22639","155","100","16200","4","ID:18562 x1 | ID:21122 x35 | ID:18522 x5 | ID:18520 x4 | ID:27093 x33 | ID:22786 x5 | ID:18523 x40 | ID:21633 x21"
"Maitre d'Armes","83","Manche Exquis","21060","170","100","450","1","ID:20181 x5 | ID:19167 x5"
"Maitre d'Armes","83","Espadon de Tal Kasha","31341","155","100","16200","5","ID:27093 x189 | ID:31336 x8 | ID:22485 x30 | ID:20685 x20 | ID:23833 x20 | ID:14669 x1 | ID:13195 x60"
"Maitre d'Armes","83","Lame de la fin du jour","31290","155","100","16200","4","ID:27093 x38 | ID:22786 x5 | ID:31226 x5 | ID:31227 x4 | ID:31289 x1 | ID:31225 x40 | ID:21122 x35 | ID:21059 x21"
"Maitre d'Armes","83","Lame de la fin du jour","31289","155","100","10800","3","ID:27093 x10 | ID:22786 x2 | ID:31226 x2 | ID:31227 x2 | ID:31225 x12 | ID:21122 x20 | ID:21059 x12"
"Maitre d'Armes","83","Aiguille Tare","25904","155","100","16200","4","ID:25903 x1 | ID:26472 x4 | ID:21122 x35 | ID:22785 x5 | ID:26470 x40 | ID:26471 x5 | ID:27093 x33 | ID:21059 x21"
"Maitre d'Armes","83","Kamépée Relais","22630","155","100","16200","4","ID:18566 x1 | ID:18523 x40 | ID:27093 x33 | ID:21122 x35 | ID:22786 x5 | ID:18520 x4 | ID:18522 x5 | ID:21633 x21"
"Maitre d'Armes","83","Martonneau","22682","155","100","16200","4","ID:27093 x33 | ID:20574 x5 | ID:22785 x5 | ID:20577 x4 | ID:20575 x40 | ID:21122 x35 | ID:21059 x21 | ID:20568 x1"
"Maitre d'Armes","83","Trancheuse des nuits sans étoiles","22626","155","100","16200","4","ID:18558 x1 | ID:21059 x21 | ID:21122 x35 | ID:18516 x40 | ID:22786 x5 | ID:18517 x5 | ID:18519 x4 | ID:27093 x33"
"Maitre d'Armes","83","Dague Nataraja","22609","155","100","16200","4","ID:18557 x1 | ID:21122 x35 | ID:18517 x5 | ID:22786 x5 | ID:18519 x4 | ID:18516 x40 | ID:27093 x33 | ID:21059 x21"
"Maitre d'Armes","83","Crânette","22695","155","100","16200","4","ID:20567 x1 | ID:20577 x4 | ID:20575 x40 | ID:21122 x35 | ID:27093 x33 | ID:22786 x5 | ID:20574 x5 | ID:21059 x21"
"Maitre d'Armes","83","Epépinière","22697","155","100","16200","4","ID:22785 x5 | ID:27093 x33 | ID:21122 x35 | ID:20569 x1 | ID:21644 x21 | ID:20574 x5 | ID:20575 x40 | ID:20577 x4"
"Maitre d'Armes","83","Lame de Dranipoch","22700","155","100","16200","4","ID:20566 x1 | ID:20577 x4 | ID:20574 x5 | ID:22785 x5 | ID:20575 x40 | ID:27093 x33 | ID:21122 x35 | ID:21633 x21"
"Maitre d'Armes","83","Epée du Bombyxolite","31280","155","100","16200","4","ID:27093 x38 | ID:22785 x5 | ID:31226 x5 | ID:31227 x4 | ID:31279 x1 | ID:31225 x40 | ID:21122 x35 | ID:21059 x21"
"Maitre d'Armes","83","Clef des comptes","22645","155","100","5400","3","ID:18522 x2 | ID:22786 x1 | ID:18520 x2 | ID:22646 x1 | ID:18523 x12 | ID:27093 x12 | ID:21122 x20 | ID:21633 x6"
"Maitre d'Armes","83","Aiguille de Rétractation","22647","155","100","16200","4","ID:27093 x33 | ID:18563 x1 | ID:22786 x5 | ID:18522 x5 | ID:18520 x4 | ID:21059 x21 | ID:21122 x35 | ID:18523 x40"
"Maitre d'Armes","83","Aiguille Double-Entaille","22736","155","100","16200","4","ID:17337 x5 | ID:17350 x1 | ID:17349 x4 | ID:21122 x35 | ID:17336 x40 | ID:27093 x33 | ID:22785 x5 | ID:21644 x21"
"Maitre d'Armes","83","Gawdeloutte","22779","155","100","5400","3","ID:17302 x2 | ID:22785 x1 | ID:17324 x2 | ID:17314 x1 | ID:21059 x6 | ID:21122 x20 | ID:17301 x12 | ID:27093 x12"
"Maitre d'Armes","83","Sceptwe du Wa","22776","155","100","16200","4","ID:17328 x1 | ID:17324 x4 | ID:17302 x5 | ID:22785 x5 | ID:27093 x33 | ID:21122 x35 | ID:21633 x21 | ID:17301 x40"
"Maitre d'Armes","83","Glaivus Shushu","18449","155","100","16200","4","ID:27093 x33 | ID:22785 x5 | ID:29826 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21644 x21"
"Maitre d'Armes","83","Dague Nataraja","18557","155","100","5400","3","ID:18517 x2 | ID:22786 x1 | ID:18519 x2 | ID:22610 x1 | ID:27093 x12 | ID:21059 x6 | ID:21122 x20 | ID:18516 x12"
"Maitre d'Armes","83","Excavatus Shushu","18456","155","100","16200","4","ID:27093 x33 | ID:22785 x5 | ID:29824 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21644 x21"
"Maitre d'Armes","83","Duwandil","22754","155","100","16200","4","ID:17316 x4 | ID:17312 x1 | ID:17301 x40 | ID:22785 x5 | ID:21122 x35 | ID:17302 x5 | ID:21666 x21 | ID:27093 x33"
"Maitre d'Armes","83","Cawot'Epée Infectée","17345","155","100","5400","3","ID:22785 x1 | ID:27093 x12 | ID:17337 x2 | ID:17349 x2 | ID:22713 x1 | ID:17336 x12 | ID:21059 x6 | ID:21122 x20"
"Maitre d'Armes","83","Martus Shushu","18454","155","100","16200","4","ID:27093 x33 | ID:22785 x5 | ID:29827 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21644 x21"
"Maitre d'Armes","83","Aiguille Double-Entaille","17350","155","100","10800","3","ID:27093 x17 | ID:17337 x3 | ID:22785 x3 | ID:17349 x3 | ID:17336 x23 | ID:21122 x19 | ID:21059 x12"
"Maitre d'Armes","83","Tranchus Shushu","18453","155","100","16200","4","ID:27093 x33 | ID:22785 x5 | ID:29830 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21644 x21"
"Maitre d'Armes","83","Brutus Shushu","18451","155","100","16200","4","ID:27093 x33 | ID:22786 x5 | ID:29822 x1 | ID:18442 x40 | ID:21059 x21 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30"
"Maitre d'Armes","83","Picus Shushu","18445","155","100","16200","4","ID:27093 x33 | ID:22785 x5 | ID:29828 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21644 x21"
"Maitre d'Armes","83","Tigus Shushu","18446","155","100","16200","4","ID:27093 x33 | ID:22786 x5 | ID:29829 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21059 x21"
"Maitre d'Armes","83","Frappus Shushu","18447","155","100","16200","4","ID:27093 x33 | ID:22786 x5 | ID:29825 x1 | ID:18442 x40 | ID:21059 x21 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30"
"Maitre d'Armes","83","Cartus Shushu","18448","155","100","16200","4","ID:27093 x33 | ID:22786 x5 | ID:29823 x1 | ID:18442 x40 | ID:21059 x21 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30"
"Maitre d'Armes","83","La Faux Rieuse","18560","155","100","16200","4","ID:22592 x1 | ID:18519 x4 | ID:18517 x5 | ID:22786 x5 | ID:27093 x33 | ID:18516 x40 | ID:21122 x35 | ID:21059 x21"
"Maitre d'Armes","83","Carte Bancaire","18561","155","100","5400","3","ID:27093 x12 | ID:18522 x2 | ID:22786 x1 | ID:18520 x2 | ID:22663 x1 | ID:18523 x12 | ID:21059 x6 | ID:21122 x20"
"Maitre d'Armes","83","Arcus Shushu","18450","155","100","16200","4","ID:27093 x33 | ID:22786 x5 | ID:29821 x1 | ID:18442 x40 | ID:18444 x4 | ID:18443 x5 | ID:21122 x30 | ID:21059 x21"
"Maitre d'Armes","83","Daguawotte Moisie","22732","155","100","16200","4","ID:17776 x1 | ID:27093 x33 | ID:22785 x5 | ID:21059 x21 | ID:21122 x35 | ID:17349 x4 | ID:17337 x5 | ID:17336 x40"
"Maitre d'Armes","83","Clef des comptes","18565","155","100","16200","4","ID:22645 x1 | ID:22786 x5 | ID:27093 x33 | ID:21122 x35 | ID:21059 x21 | ID:18522 x5 | ID:18523 x40 | ID:18520 x4"
"Maitre d'Armes","83","La Débiteuse","18562","155","100","5400","3","ID:18522 x2 | ID:22786 x1 | ID:18520 x2 | ID:22640 x1 | ID:27093 x12 | ID:18523 x12 | ID:21122 x20 | ID:21644 x6"
"Maitre d'Armes","83","Fwonde","22782","155","100","16200","4","ID:22781 x1 | ID:17302 x5 | ID:22785 x5 | ID:17316 x4 | ID:21122 x35 | ID:17301 x40 | ID:27093 x33 | ID:21059 x21"
"Maitre d'Armes","83","Pelle Hixir","26808","155","100","16200","4","ID:27042 x4 | ID:21122 x35 | ID:22786 x5 | ID:27040 x40 | ID:26807 x1 | ID:27093 x33 | ID:27041 x5 | ID:21059 x21"
"Maitre d'Armes","83","Gouwdangé","22784","155","100","16200","4","ID:17315 x1 | ID:21122 x35 | ID:17316 x4 | ID:17302 x5 | ID:22785 x5 | ID:27093 x33 | ID:17301 x40 | ID:21644 x21"
"Maitre d'Armes","83","La Pelle personnelle","18567","155","100","16200","4","ID:18520 x4 | ID:18522 x5 | ID:22629 x1 | ID:22786 x5 | ID:18523 x40 | ID:21122 x35 | ID:21059 x21 | ID:27093 x33"
"Maitre d'Armes","83","Gawdeloutte","22780","155","100","16200","4","ID:22779 x1 | ID:21122 x35 | ID:17324 x4 | ID:17302 x5 | ID:22785 x5 | ID:27093 x33 | ID:17301 x40 | ID:21059 x21"
"Maitre d'Armes","83","Epée Riktus Elite","26058","165","106","3600","2","ID:27093 x6 | ID:19168 x2 | ID:26585 x3 | ID:26584 x27 | ID:21123 x7 | ID:21060 x6"
"Maitre d'Armes","83","Aiguille de Minuit","26635","165","106","3600","2","ID:20182 x2 | ID:26661 x3 | ID:26660 x27 | ID:21123 x7 | ID:21060 x6 | ID:27093 x6"
"Maitre d'Armes","83","Epée de Pym le Pieu","26638","165","106","3600","2","ID:27093 x6 | ID:20182 x2 | ID:26661 x3 | ID:26660 x27 | ID:21123 x7 | ID:21645 x6"
"Maitre d'Armes","83","Arc Riktus Elite","26052","166","107","3600","2","ID:19168 x2 | ID:26585 x3 | ID:26584 x27 | ID:21123 x7 | ID:21634 x6 | ID:27093 x6"
"Maitre d'Armes","83","Epée de Bad Aboum","25986","166","107","3600","2","ID:19168 x2 | ID:26595 x3 | ID:26594 x27 | ID:21123 x7 | ID:21645 x6 | ID:27093 x6"
"Maitre d'Armes","83","Epée Riktus Elite","26059","168","108","5400","3","ID:26585 x2 | ID:26587 x2 | ID:19168 x2 | ID:26058 x1 | ID:27093 x20 | ID:21060 x6 | ID:21123 x22 | ID:26584 x15"
"Maitre d'Armes","83","Ravage Instable","19132","168","108","5400","3","ID:27093 x20 | ID:21060 x6 | ID:21123 x22 | ID:19147 x2 | ID:19151 x2 | ID:20182 x2 | ID:22415 x1 | ID:19150 x15"
"Maitre d'Armes","83","Aiguille de Minuit","26636","168","108","5400","3","ID:26660 x15 | ID:21123 x22 | ID:21645 x6 | ID:26661 x2 | ID:26662 x2 | ID:20182 x2 | ID:26635 x1 | ID:27093 x20"
"Maitre d'Armes","83","Epée de Pym le Pieu","26639","168","108","5400","3","ID:26660 x15 | ID:21123 x22 | ID:21634 x6 | ID:26661 x2 | ID:26662 x2 | ID:20182 x2 | ID:26638 x1 | ID:27093 x20"
"Maitre d'Armes","83","Stalagmite Géante","25855","168","108","5400","3","ID:21060 x6 | ID:21123 x22 | ID:26601 x15 | ID:26602 x2 | ID:26606 x2 | ID:20182 x2 | ID:25854 x1 | ID:27093 x20"
"Maitre d'Armes","83","L'Ephémère","22408","167","108","1800","2","ID:21060 x9 | ID:21123 x12 | ID:27093 x4 | ID:20182 x2 | ID:22409 x1"
"Maitre d'Armes","83","Stalagmite Géante","25854","165","108","3600","2","ID:20182 x2 | ID:26602 x3 | ID:21123 x7 | ID:21060 x6 | ID:26601 x27 | ID:27093 x6"
"Maitre d'Armes","83","L'Epée Poutreuse","25831","168","108","5400","3","ID:21060 x6 | ID:21123 x22 | ID:26601 x15 | ID:26602 x2 | ID:26606 x2 | ID:20182 x2 | ID:25830 x1 | ID:27093 x20"
"Maitre d'Armes","83","Porte-Etendard Riktus Elite","26065","168","108","10800","3","ID:27093 x28 | ID:19168 x3 | ID:26585 x3 | ID:26587 x3 | ID:26584 x27 | ID:21123 x21 | ID:21645 x14"
"Maitre d'Armes","83","Martôt","19051","168","108","5400","3","ID:19065 x15 | ID:27093 x20 | ID:21060 x6 | ID:21123 x22 | ID:19168 x2 | ID:19066 x2 | ID:19068 x2 | ID:22382 x1"
"Maitre d'Armes","83","La Papoutre","25863","168","108","10800","3","ID:26602 x3 | ID:26606 x3 | ID:26601 x27 | ID:21123 x21 | ID:21645 x14 | ID:20182 x3 | ID:27093 x28"
"Maitre d'Armes","83","Arc Riktus Elite","26053","169","109","5400","3","ID:26585 x2 | ID:26587 x2 | ID:19168 x2 | ID:26052 x1 | ID:27093 x20 | ID:21060 x6 | ID:21123 x22 | ID:26584 x15"
"Maitre d'Armes","83","Dague intemporelle","19122","169","109","10800","3","ID:27093 x28 | ID:20182 x3 | ID:19151 x3 | ID:19147 x3 | ID:21634 x14 | ID:19150 x27 | ID:21123 x21"
"Maitre d'Armes","83","Epée Bon Œil","25982","169","109","5400","3","ID:26594 x15 | ID:21060 x6 | ID:21123 x22 | ID:26595 x2 | ID:26596 x2 | ID:19168 x2 | ID:25981 x1 | ID:27093 x20"
"Maitre d'Armes","83","La Flèche du Temps","19133","169","109","10800","3","ID:27093 x28 | ID:20182 x3 | ID:19151 x3 | ID:19147 x3 | ID:19150 x27 | ID:21123 x21 | ID:21634 x14"
"Maitre d'Armes","83","Epée de Bad Aboum","25987","169","109","5400","3","ID:26594 x15 | ID:21123 x22 | ID:21645 x6 | ID:26595 x2 | ID:26596 x2 | ID:19168 x2 | ID:25986 x1 | ID:27093 x20"
"Maitre d'Armes","83","Le Seum","25865","169","109","10800","3","ID:27093 x28 | ID:20182 x3 | ID:26602 x3 | ID:26606 x3 | ID:26601 x27 | ID:21060 x14 | ID:21123 x21"
"Maitre d'Armes","83","L'Epée Poutreuse","25832","170","110","16200","4","ID:25831 x1 | ID:21123 x42 | ID:26602 x5 | ID:26601 x50 | ID:20182 x5 | ID:27093 x54 | ID:21060 x26 | ID:26606 x5"
"Maitre d'Armes","83","Martôt","22381","170","110","16200","4","ID:19051 x1 | ID:27093 x54 | ID:19068 x5 | ID:19065 x50 | ID:19168 x5 | ID:21123 x42 | ID:19066 x5 | ID:21060 x26"
"Maitre d'Armes","83","Arc Riktus Elite","26054","170","110","16200","4","ID:26053 x1 | ID:27093 x54 | ID:21123 x42 | ID:19168 x5 | ID:26587 x5 | ID:26585 x5 | ID:26584 x50 | ID:21060 x26"
"Maitre d'Armes","83","Le Seum","25866","170","110","16200","4","ID:25865 x1 | ID:20182 x5 | ID:26602 x5 | ID:26601 x50 | ID:21123 x42 | ID:27093 x54 | ID:26606 x5 | ID:21634 x26"
